customer_id,customer_name,customer_email,customer_lifetime_value,customer_reliability
CUST00356,Advaith Chaudhari,tristan88@example.net,345895.61,0.8508854845395584
CUST00357,Sanaya Prasad,xsheth@example.net,471624.74,0.7652030361607081
CUST00358,Hemani Bakshi,scheema@example.com,249428.63,0.5845899963166995
CUST00359,Jack Dhar,devika57@example.org,24731.09,0.7357723255891322
CUST00360,Ijaya Soni,sarmasneha@example.com,164549.18,0.6576581980371617
CUST00361,Charita Basu,bajajhemal@example.net,50206.81,0.9636217739429198
CUST00362,Nitesh Kohli,nathanielnarayanan@example.net,418799.51,0.7973356169645701
CUST00363,Turvi Kata,lgour@example.net,475639.21,0.979816139257304
CUST00364,Meghana Balakrishnan,shivanisanghvi@example.com,337779.38,0.6658897411658332
CUST00365,Tanish Jha,dev91@example.net,24914.68,0.8751955970773996
CUST00366,Jasmit Nanda,tanvicomar@example.com,237897.91,0.8301490804564852
CUST00367,Dhriti Rama,wcomar@example.com,458456.03,0.6280403333059442
CUST00368,Orinder Mishra,desaidhriti@example.org,294738.16,0.8229574293652573
CUST00369,Dalaja Dada,kashvidhaliwal@example.net,248404.27,0.5892342347063457
CUST00370,Omya Devi,lsampath@example.com,177240.72,0.6933226092759897
CUST00371,Ojas Suri,logan25@example.com,336716.09,0.9188252305921516
CUST00372,Jagrati Andra,mdeshpande@example.com,168252.81,0.848279679812876
CUST00373,Nilima Swamy,fsawhney@example.org,147667.81,0.9564332220121805
CUST00374,Azaan Kannan,bachittar43@example.net,407715.19,0.7865415418578667
CUST00375,Om Shankar,hvaidya@example.net,230138.82,0.6852423775831722
CUST00376,Amrita Peri,sastrytejas@example.com,165020.52,0.9671794325276881
CUST00377,Yug Mishra,senguptaadya@example.com,205066.65,0.7712763885015153
CUST00378,Reva Dalal,shauryapanchal@example.net,494119.01,0.8327939661877455
CUST00379,Noah Dewan,samuelbhargava@example.net,273583.83,0.7276964554437082
CUST00380,Avni Yohannan,ekiyamaster@example.com,97853.36,0.7055651244352203
CUST00381,Yoshita Chandran,nishabhargava@example.com,379439.36,0.8189257591223539
CUST00382,Kevin Krish,ekantakota@example.net,381195.32,0.6375300424906178
CUST00383,Vrishti Dhar,oeshi67@example.org,276863.72,0.9488992871631126
CUST00384,Neha Varma,jyoti77@example.com,221867.47,0.850247512522534
CUST00385,Girik Shanker,dev86@example.org,65105.91,0.9684531308033286
CUST00386,Siddharth Talwar,ekantika45@example.net,306391.48,0.6528979088008897
CUST00387,Vedhika Oza,batrahardik@example.net,83397.19,0.7868607730111481
CUST00388,Amol Dash,ridhishan@example.org,278364.45,0.5900799565510547
CUST00389,Samaksh Deo,nathan41@example.net,496167.28,0.9425598477481922
CUST00390,Zashil Butala,noah06@example.net,233416.71,0.6005104441085097
CUST00391,Vivaan Sanghvi,chandranaarav@example.org,416910.87,0.764301467024094
CUST00392,Faras Deo,zilmilsaxena@example.org,359718.65,0.76881496647989
CUST00393,Hemal Dara,edeo@example.org,140345.32,0.9089312965979786
CUST00394,Leela Chakraborty,chauhandhriti@example.com,490221.09,0.6548042896123095
CUST00395,Laksh Raja,lukebiswas@example.net,277876.21,0.7149419856962744
CUST00396,Nitesh Sarraf,tanay26@example.net,461324.73,0.7685435833849444
CUST00397,Teerth Chadha,deyjatin@example.net,440266.5,0.9215315818042928
CUST00398,Indali Sanghvi,logan34@example.net,141742.46,0.8897026582613388
CUST00399,Yuvraj Mane,mitrasamesh@example.net,210396.5,0.9517268092834836
CUST00400,Manya Merchant,khatriwarda@example.com,256330.15,0.9028362734697987
CUST00401,Wridesh Tata,wableadvik@example.com,145005.3,0.6783790154018599
CUST00402,Kevin Ram,ipau@example.net,295534.17,0.9795280032886157
CUST00403,Urishilla Bora,birakshay@example.com,247371.97,0.6138960299045993
CUST00404,Balveer Bhasin,stoor@example.net,271597.39,0.6984032949279932
CUST00405,Pallavi Ratti,yadavmichael@example.com,278199.12,0.7836749270722294
CUST00406,Dayita Brar,nachiketyadav@example.com,230395.59,0.6883642605984861
CUST00407,Dominic Mukherjee,dkhare@example.org,98382.92,0.8499243238768457
CUST00408,Radha D’Alia,tbhakta@example.net,288039.83,0.650431851804894
CUST00409,Jagdish Arora,advaygade@example.com,388894.52,0.5687683386118398
CUST00410,Zansi Lad,kamyadate@example.net,373629.05,0.8532479888407511
CUST00411,Jacob Balan,pushti48@example.org,406647.41,0.7160138635711224
CUST00412,Faraj Taneja,xvaidya@example.org,333525.97,0.9029214472351086
CUST00413,Ojas Pillai,aadhyachauhan@example.net,490504.98,0.7629913193350621
CUST00414,Vedant Upadhyay,basuadvik@example.org,23324.71,0.7659851945571754
CUST00415,Urmi Patla,ldoctor@example.org,297139.31,0.9239711347457527
CUST00416,Udarsh Nagy,omajanagarajan@example.com,437724.24,0.7393316702013912
CUST00417,Kashish Dar,golaudant@example.net,265345.79,0.7464790720239242
CUST00418,Nandini Biswas,xmandal@example.com,362609.69,0.7262908064909367
CUST00419,Gabriel Shan,pillaysai@example.com,329116.76,0.616375324071766
CUST00420,Xavier Shetty,wakeeta38@example.org,237397.85,0.9667575611469134
CUST00421,Abeer Rout,kaulhiral@example.net,172587.81,0.8478629773923593
CUST00422,Gautami Agarwal,gmohanty@example.org,326669.14,0.9162590757107973
CUST00423,Oni Swamy,dharati@example.org,426908.96,0.9195171391923547
CUST00424,Vincent Venkatesh,dpradhan@example.net,193104.65,0.6861642961913619
CUST00425,Girish Tiwari,meeraborde@example.net,360765.13,0.8765427780137763
CUST00426,Radhika De,bishakhalal@example.com,436829.59,0.5654366129302053
CUST00427,Eta Nadkarni,omagar@example.org,38868.27,0.8213992372474954
CUST00428,Laban Chopra,hiteshgala@example.com,460859.9,0.9788931468711726
CUST00429,Dipta Ray,wasonishita@example.org,374649.35,0.736607732926944
CUST00430,Darika Sheth,jagdish12@example.net,53729.35,0.8225115663757403
CUST00431,Banjeet Kale,manbir13@example.com,436926.72,0.7407817772145335
CUST00432,Yochana Bawa,abha20@example.com,348530.58,0.938472346681709
CUST00433,Zaid Chandra,zchaudry@example.org,27765.53,0.892341690019751
CUST00434,Advik Bhatia,kalpithora@example.com,150217.05,0.7111816686033854
CUST00435,Frado Lad,bainsdhruv@example.org,77057.05,0.7784015168039669
CUST00436,Kabir Chanda,jason07@example.org,285134.39,0.8907833737688099
CUST00437,Rachita Rana,ybalan@example.net,89141.91,0.5839563907837977
CUST00438,Orinder Pandya,rachitmaharaj@example.com,436065.6,0.8164754584710886
CUST00439,Manthan Banerjee,chakrikatara@example.com,124210.75,0.9425164768901286
CUST00440,Darsh Chahal,leela26@example.org,75843.27,0.748294462742649
CUST00441,Anirudh Raja,varsha87@example.com,130718.78,0.6597904845084362
CUST00442,Lipika Madan,atharvnagar@example.net,9651.73,0.8959922230993129
CUST00443,Ayushman Mand,sodhiishita@example.net,451098.66,0.8413726808506041
CUST00444,Nathaniel Chaudhry,wrideshlata@example.net,83197.93,0.7399438069496402
CUST00445,Theodore Rama,oscar23@example.net,176054.98,0.8026558332043612
CUST00446,Jagrati Bala,lucky93@example.com,321274.66,0.7324528435381861
CUST00447,Parth Swaminathan,chanadaksh@example.org,128798.62,0.9134806878113174
CUST00448,Anmol Vyas,vacharya@example.net,103612.41,0.7154180970559586
CUST00449,Kalpit Oak,ekiyabhargava@example.org,244187.99,0.6519984518288571
CUST00450,Lucky Choudhry,elijah56@example.net,288101.73,0.7971691299768173
CUST00451,Gayathri Mittal,laban26@example.net,496382.56,0.6769492241698059
CUST00452,Edhitha Ghosh,udant92@example.com,489082.52,0.8330388208493327
CUST00453,Chaitaly Datta,aaravraman@example.net,140867.79,0.7933494772909506
CUST00454,Qabil Nadkarni,hemangtaneja@example.org,344470.75,0.8702076017010898
CUST00455,Faras Khanna,ekaja21@example.net,29276.9,0.8107547920228841
CUST00456,Sanya Apte,shaurya31@example.com,250880.01,0.938786775084302
CUST00457,Hritik Agarwal,rajuraksha@example.net,146666.1,0.8935098513882674
CUST00458,Ojas Sachdev,wradhakrishnan@example.net,305497.17,0.7014980110091862
CUST00459,Harrison Srinivas,nicholasseth@example.org,320125.85,0.8169832001460308
CUST00460,Chaitaly Bahri,advika11@example.com,340493.41,0.8599992019684048
CUST00461,Keya Dyal,chanderhamsini@example.net,331294.86,0.910484960293882
CUST00462,Azaan Sankar,radhadugar@example.org,315982.81,0.9384635927513763
CUST00463,Garima Jha,nimratzachariah@example.com,324938.6,0.6828411400996335
CUST00464,Chameli Khanna,bawamaya@example.net,223207.48,0.7992167363084132
CUST00465,Mitesh Bhagat,aarush61@example.com,367518.09,0.5887573515708742
CUST00466,Ryan Chatterjee,jhaverionkar@example.net,151079.67,0.8714167719234998
CUST00467,Finn Solanki,morarmitali@example.com,91941.83,0.606828713031117
CUST00468,Alka Chand,xgoyal@example.com,272006.84,0.9677405199208762
CUST00469,Rachit Sehgal,lallria@example.com,267771.92,0.9427993990271297
CUST00470,Upkaar Luthra,doragunbir@example.org,416083.95,0.6604971363622029
CUST00471,Odika Karan,ramomya@example.net,413221.46,0.7571945668457087
CUST00472,Warinder Soni,farhan60@example.net,404211.8,0.8710205208083294
CUST00473,Jai Sen,oliverkakar@example.org,172664.05,0.5995229742033966
CUST00474,Brijesh Sampath,saransaksham@example.net,481632.18,0.6105255164525296
CUST00475,Aarna Nagarajan,chahallipika@example.net,483417.6,0.9198604566664934
CUST00476,Eshana Majumdar,yarora@example.net,363487.27,0.9713751643962185
CUST00477,Isaiah Sachdeva,manbirchaudhry@example.org,483798.52,0.8959726869288416
CUST00478,Bhavika Wason,nirja46@example.net,186058.65,0.8899932464932432
CUST00479,Urvashi Barad,anyarau@example.org,11889.73,0.7807260925556954
CUST00480,Balvan Randhawa,wazir07@example.com,230119.08,0.8393162042057141
CUST00481,Anmol Nazareth,deepa47@example.net,337808.69,0.8013608394104315
CUST00482,Vedant Desai,saanvi54@example.net,412096.56,0.9543255134652082
CUST00483,Gaurav Guha,akakar@example.net,58631.32,0.6505434179509808
CUST00484,Zaitra Prakash,varmanathan@example.org,17387.2,0.9302209834423865
CUST00485,Yashawini Raval,ayushghose@example.org,282896.65,0.9435600407595586
CUST00486,Dalbir Krish,shanchandresh@example.com,114576.76,0.577183327698884
CUST00487,Anusha Pillay,ztiwari@example.net,412808.4,0.9410366845239936
CUST00488,Azaan Khurana,vrinda97@example.org,154584.14,0.7255672179920275
CUST00489,Inaya Padmanabhan,aarnachana@example.com,74189.62,0.9568924591392369
CUST00490,Libni Bawa,tanishkant@example.net,155660.47,0.7618285861606285
CUST00491,Samuel Luthra,bvarghese@example.net,53110.04,0.931521502667256
CUST00492,Urvi Deo,abhiramkapur@example.com,72153.7,0.7450668154622239
CUST00493,Anvi Sampath,dpalla@example.com,336890.68,0.8695502522549637
CUST00494,Unnati Mittal,achaudry@example.net,473257.17,0.7302245039683308
CUST00495,Barkha Misra,subramaniamdevansh@example.com,372423.16,0.6164448480362291
CUST00496,Ekta Malhotra,chanchal32@example.net,210367.84,0.5925793029255273
CUST00497,Dakshesh Raval,logan07@example.com,247226.78,0.7254898308500113
CUST00498,Omya Ravel,lbanik@example.net,476003.16,0.5640680033476703
CUST00499,Hemal Kapadia,gparmer@example.com,188412.33,0.7406547270061017
CUST00500,Pratyush Memon,sinhakabir@example.net,475524.81,0.9178435831215606
CUST00501,Qadim Nayak,kapadiaisha@example.org,54180.54,0.8448425141569527
CUST00502,Osha Narula,abha94@example.com,274510.6,0.9704722876643801
CUST00503,Upma Bera,sodhirobert@example.net,182543.55,0.7212000463800805
CUST00504,Lakshmi Wagle,odika02@example.org,98955.24,0.6025286792075234
CUST00505,Hema Rout,udhar@example.net,424776.43,0.7455284684853224
CUST00506,Faris Sura,peter50@example.org,333070.53,0.8259329209102836
CUST00507,Anusha Kadakia,nathansuri@example.org,300587.25,0.5591837055366394
CUST00508,Radha Sanghvi,esanghvi@example.com,394463.32,0.6547346257805302
CUST00509,Baljiwan Walla,kashviatwal@example.com,67332.32,0.7927685296404242
CUST00510,Andrew Agrawal,upkaarpadmanabhan@example.com,38962.03,0.8790176716320913
CUST00511,Harshil Rajagopal,oliver10@example.com,107542.9,0.6428590813250302
CUST00512,Tamanna Venkatesh,radha25@example.com,435499.24,0.6912806079758591
CUST00513,Raghav Gala,obahl@example.org,78039.32,0.937228345321656
CUST00514,Siddharth Bains,jatinperi@example.net,6403.6,0.9191146343434757
CUST00515,Keya Kumer,bavahritik@example.net,76620.55,0.6058966165206778
CUST00516,Chanakya D’Alia,ysawhney@example.org,129073.83,0.6250337619875992
CUST00517,Urvi Dua,adityamitra@example.com,332223.53,0.5610854644080654
CUST00518,Zinal Madan,omyacheema@example.net,12355.86,0.8896934056209442
CUST00519,Barkha Comar,tankrushil@example.net,122776.15,0.6892217286436697
CUST00520,Adya Virk,ishitarout@example.com,91251.87,0.5725315776803059
CUST00521,Balveer Taneja,vasananarayanan@example.org,372150.44,0.7762167764370829
CUST00522,Agastya Chakraborty,takmanthan@example.org,374104.31,0.7547857651319976
CUST00523,Harrison Kunda,tanmayiminhas@example.com,390118.43,0.7706923217719525
CUST00524,Chandresh Chaudhry,balveermannan@example.com,58981.73,0.7666506366079032
CUST00525,Pooja D’Alia,bathaditya@example.org,472980.74,0.5686469658666439
CUST00526,Falguni Parmar,uloyal@example.org,392697.36,0.9228017903367305
CUST00527,Hema Goswami,rattanmugdha@example.com,263118.35,0.7469582845020033
CUST00528,Lekha Sridhar,hganesan@example.org,482192.96,0.5761549252226376
CUST00529,Nathaniel Chawla,zsubramanian@example.net,242096.05,0.722695419440401
CUST00530,Pratyush Raghavan,ayush27@example.com,344618.26,0.7608156072820169
CUST00531,Nisha Sastry,bhatnagaradvika@example.net,455301.91,0.5816010077795738
CUST00532,Advik Vohra,hamsinivenkataraman@example.net,44991.29,0.8115678921623792
CUST00533,Rachita Kothari,qpal@example.net,37512.71,0.6682568798099199
CUST00534,Manthan Bhagat,dugaryashasvi@example.com,318372.98,0.7857932666407951
CUST00535,Noah Borde,pnagi@example.com,165966.79,0.9776899350201971
CUST00536,Chandresh Tripathi,kritikarau@example.org,267625.63,0.7450976295574528
CUST00537,Tripti Sawhney,fchakrabarti@example.com,304686.26,0.5926467385219881
CUST00538,Jagat Tank,chauhannetra@example.com,352380.81,0.9167008770370972
CUST00539,Aadi Chand,yashoda83@example.net,327203.75,0.8806539739450376
CUST00540,Harita Patla,kapoorsuhani@example.com,361815.76,0.6424599185208237
CUST00541,Januja Sethi,chatterjeetristan@example.org,228519.68,0.6482522369767714
CUST00542,Isha Manne,hitesh02@example.com,172771.15,0.7450045282502024
CUST00543,Nimrat Chhabra,rohan31@example.com,210914.88,0.5908869108885213
CUST00544,Tanvi Halder,hritik60@example.net,216248.18,0.8359963811159328
CUST00545,Shravya Shankar,wishiagrawal@example.net,190279.01,0.6156347376505512
CUST00546,Rachita Subramanian,oscardave@example.org,461877.59,0.5788673224987586
CUST00547,Ekanta Thaman,msahota@example.net,416727.08,0.5900889437325814
CUST00548,Anusha Rao,chaitaly72@example.org,52799.39,0.8676822793501477
CUST00549,Yauvani Mistry,teerth33@example.net,406825.8,0.7892394163146006
CUST00550,Hemani Deo,yahvinaidu@example.net,295300.22,0.7914821580165912
CUST00551,Indira Srinivasan,swalla@example.com,168174.76,0.6025594527024606
CUST00552,Hredhaan Bakshi,ddhillon@example.net,180031.05,0.8360964236012536
CUST00553,Ryan Loke,bhavinikrishna@example.org,376390.7,0.9232796240136979
CUST00554,Chakrika Jani,parmersneha@example.org,361925.04,0.966411408883934
CUST00555,Lopa Khanna,champak66@example.com,302203.0,0.7012078598480541
CUST00556,Chatura Arya,samaksh97@example.org,291069.67,0.6414776864389626
CUST00557,Ronith Hari,saumya21@example.org,330084.47,0.6464252937162532
CUST00558,Yoshita Dar,bbaria@example.com,58568.1,0.9135105699985784
CUST00559,Kalpit Dyal,abdul57@example.net,186942.72,0.8779204217328453
CUST00560,Balveer Dube,charan94@example.com,289179.5,0.897105189595508
CUST00561,Elijah Nadkarni,qarinverma@example.org,423351.8,0.9690550389140545
CUST00562,Ojasvi Yadav,wchanda@example.org,410121.3,0.8138365106302499
CUST00563,Garima Narula,chaaya39@example.net,323136.09,0.5612891475250409
CUST00564,Aditya Contractor,sanaya39@example.net,464896.72,0.906668139682655
CUST00565,Balveer Nagi,ycomar@example.com,137386.62,0.6275789109431674
CUST00566,Aryan Varughese,yoshita87@example.com,352835.89,0.6828634161968614
CUST00567,Chaman Hans,yoshita11@example.org,173213.21,0.5526254894435733
CUST00568,Dominic Kade,paninichawla@example.org,435582.04,0.7935180707473918
CUST00569,Ekbal Dube,sharafgarima@example.org,203388.25,0.6110061012850455
CUST00570,Ethan Bhagat,zayanbobal@example.net,318420.15,0.5631825523037896
CUST00571,Aarna Reddy,oseshadri@example.com,374325.32,0.6425071384144098
CUST00572,Diya Badal,idani@example.org,212817.08,0.6965852721608131
CUST00573,Chakradev Bora,yadavi14@example.net,188176.28,0.8602862661293496
CUST00574,Gabriel Manda,zraj@example.net,389533.63,0.7940652293441908
CUST00575,Urvi Dugar,labanraman@example.net,47053.73,0.5726217953629744
CUST00576,Maanas Misra,advay88@example.org,82917.9,0.8156704182281931
CUST00577,Benjamin Ahluwalia,jyogi@example.org,338614.51,0.6670042227248741
CUST00578,Shivansh Padmanabhan,nitaravala@example.org,332659.65,0.7588345331031284
CUST00579,Qarin Kant,rishi12@example.net,223811.87,0.6674617430768509
CUST00580,Triya Bora,ekalinga41@example.org,378696.86,0.5989415284873868
CUST00581,Ganga Parikh,wahabchaudhry@example.com,217807.25,0.6717959821345932
CUST00582,Rishi Nadkarni,vseshadri@example.net,340850.7,0.7592520839466279
CUST00583,Michael Patla,priya20@example.com,335230.62,0.5695294659199038
CUST00584,Timothy Sarin,jagvi25@example.com,200655.38,0.8077097314861137
CUST00585,Sanaya Parmer,vidhi81@example.org,8805.11,0.6796103256679278
CUST00586,Avni Dey,adyabose@example.net,109560.82,0.6090109662606507
CUST00587,Anirudh Tripathi,ravelsimon@example.org,131482.15,0.6910926130532717
CUST00588,Urmi Dixit,manya39@example.net,8826.3,0.8712160730748002
CUST00589,Krish Shetty,ranganathanjanuja@example.net,91968.93,0.7134892016575516
CUST00590,William Gandhi,sanayadutta@example.org,353317.28,0.7651128090191717
CUST00591,Veda Parmer,kandavinaya@example.org,417510.33,0.8966660802237085
CUST00592,Aishani Pingle,brijeshjhaveri@example.net,40677.37,0.9205586756697131
CUST00593,Lipika Singh,cbatra@example.net,25939.62,0.5580588607318276
CUST00594,Harshil Verma,adya98@example.net,460975.41,0.9207073058531885
CUST00595,Krisha Radhakrishnan,faras84@example.com,290000.78,0.7965618627809126
CUST00596,Zaitra Ravi,hemani77@example.net,356201.99,0.7296084027326967
CUST00597,Yachana Dewan,ogandhi@example.org,62010.82,0.558968320380642
CUST00598,Siddharth Doctor,nakulpathak@example.net,165760.25,0.8945685263534944
CUST00599,Victor Sachdeva,ishaan77@example.com,310972.01,0.9077711426208341
CUST00600,Neel Roy,kohlicaleb@example.org,460286.03,0.5878958489580904
CUST00601,Krish Vala,dindaksh@example.org,423019.76,0.6546260841737755
CUST00602,Pranit Varughese,ubahl@example.net,296491.29,0.7753038934902716
CUST00603,Frederick Kalita,esinha@example.org,200904.51,0.6834180615894204
CUST00604,Nirja Dhar,yastilalla@example.org,173059.07,0.6932195076720468
CUST00605,Sudiksha Biswas,kritikarajan@example.org,88225.69,0.7695078123531238
CUST00606,Amol Jain,mdoctor@example.org,61443.19,0.769279386798878
CUST00607,Vamakshi Barad,chandervasatika@example.net,453431.75,0.7002313641531235
CUST00608,Aarav Sankar,cprabhakar@example.net,365052.66,0.9021478986556863
CUST00609,Veer Subramaniam,lpalla@example.net,408443.32,0.6515956050470915
CUST00610,Pavani Desai,vansha31@example.com,77489.89,0.6348268752143128
CUST00611,Aarini Gulati,amblejacob@example.net,303187.5,0.8768925770851635
CUST00612,Keya Jha,nilima51@example.org,329476.96,0.6261728354473086
CUST00613,Zehaan Lal,npau@example.com,387559.8,0.7624703207574771
CUST00614,Samar Sachdev,xgola@example.net,378450.68,0.8767471743313318
CUST00615,Zehaan Mohanty,mitali21@example.net,227208.1,0.9473863311058335
CUST00616,Sanya Edwin,kalayashoda@example.com,284423.43,0.8231782771960552
CUST00617,Charles Dyal,zahluwalia@example.org,314138.28,0.921626156177509
CUST00618,Urishilla Saran,bhattadya@example.org,315472.62,0.6149116825990231
CUST00619,Fariq Barad,nrattan@example.net,38801.7,0.7401494674496025
CUST00620,Dakshesh Gill,asarna@example.org,154896.12,0.6681096770190484
CUST00621,Robert Bandi,omkaarbanik@example.com,32805.2,0.7681548606746046
CUST00622,Aadi Dugar,majumdarmugdha@example.com,158651.89,0.7443229613912934
CUST00623,Nidra Iyer,biswasgautam@example.net,33160.58,0.9076295516151422
CUST00624,Ijaya Palan,upkaar93@example.com,42981.85,0.9216275145878527
CUST00625,Aayush Lal,niharikatoor@example.org,428370.22,0.8144536070186966
CUST00626,Yahvi Menon,jackson84@example.net,255998.57,0.748966013338727
CUST00627,Saanvi Purohit,wkohli@example.com,279386.6,0.8904816528241042
CUST00628,Triveni Bala,qdada@example.org,448459.0,0.7433854925698897
CUST00629,Thomas Karpe,nitara58@example.net,405858.88,0.8302901054989023
CUST00630,Adya Kothari,girik65@example.org,164155.75,0.7545204820155199
CUST00631,Vamakshi Murthy,tejas94@example.org,79676.23,0.5766056910434734
CUST00632,Wishi Iyengar,wyattlanka@example.org,56233.43,0.9366245386009826
CUST00633,Samaksh Krish,nachiket11@example.org,175001.7,0.8571556861420089
CUST00634,Abeer Basak,nprabhu@example.com,254751.76,0.6242003319176369
CUST00635,Anvi Swaminathan,yastimammen@example.com,127633.14,0.7382360579529702
CUST00636,Kabir Bhagat,isridhar@example.org,222513.79,0.7747816551641846
CUST00637,Meera Ghosh,sdara@example.net,83579.37,0.7103263523035707
CUST00638,Diya Anand,kadeladli@example.net,145032.32,0.7257708408163477
CUST00639,Eshana Pathak,rachit84@example.org,172491.74,0.8070909208246855
CUST00640,Urishilla Oza,qarin76@example.org,395667.33,0.8283413034968019
CUST00641,Kashish Patla,cmammen@example.org,37626.37,0.5906375574314906
CUST00642,Veer Chaudhry,warinder86@example.com,340797.78,0.6721831987675889
CUST00643,Madhav Doctor,landra@example.com,363248.16,0.8323225571565055
CUST00644,Krish Varughese,vidhi44@example.net,453639.64,0.9255102546860317
CUST00645,Mitali Chaudhary,darpankale@example.com,170014.21,0.8005779912721604
CUST00646,Gopal Sengupta,abha55@example.net,75007.05,0.700422938640413
CUST00647,Hemangini Bahri,wdara@example.net,484009.77,0.8503463840091088
CUST00648,Owen Mane,ekta87@example.net,199019.2,0.8058677281051772
CUST00649,Farhan Raj,ubika22@example.net,469311.09,0.6831202115888633
CUST00650,Oviya Ravel,buchneel@example.com,191456.26,0.8904146418813237
CUST00651,Dipta Nadig,amara96@example.com,407526.47,0.8381500519977307
CUST00652,Janani Verma,ksachdev@example.org,415334.69,0.8676731090156775
CUST00653,Jeremiah Keer,fariq32@example.com,344280.15,0.7763491360856949
CUST00654,Girish Bhatt,bbhagat@example.com,324782.29,0.7320647375185046
CUST00655,Hemang Lala,fradoramakrishnan@example.com,184104.91,0.7059169976622791
CUST00656,Yug Mander,idate@example.net,94230.15,0.6421028443198272
CUST00657,Ayush Banerjee,eshana77@example.net,474095.79,0.7590964959752727
CUST00658,Sai Deshmukh,tanmayisaran@example.net,117138.81,0.6091531018661441
CUST00659,Idika Subramaniam,gauravsathe@example.com,43196.72,0.9131042071349298
CUST00660,Nitara Lad,chavvianne@example.org,55064.68,0.8814761297561334
CUST00661,Hemangini Mangat,awarrior@example.net,418384.31,0.9299833311618015
CUST00662,Vansha Mistry,sanibrinda@example.net,23685.01,0.6948086799446411
CUST00663,Abhimanyu Prakash,nishasarkar@example.com,384322.26,0.6063510878146885
CUST00664,Nihal Ramakrishnan,qkannan@example.org,191476.34,0.6197663011980338
CUST00665,Wriddhish Varughese,bhavani84@example.com,416515.8,0.8815720599043251
CUST00666,Ekapad Gopal,bimalachoudhry@example.net,405476.64,0.6211818412699452
CUST00667,Sneha Magar,uguha@example.org,221648.34,0.7266692029435093
CUST00668,Chandran Warrior,grewalharsh@example.com,339799.65,0.6521379866221778
CUST00669,Jeremiah Sarma,kaulgautam@example.org,224878.36,0.6725190110022441
CUST00670,Wakeeta Kalla,osha47@example.com,375525.58,0.7430390241043363
CUST00671,Azad Narayanan,dhingradaksh@example.com,269335.52,0.6830711955219996
CUST00672,Ekbal Singhal,rehaankrishna@example.com,405268.82,0.7516767101638686
CUST00673,Jairaj Kothari,psavant@example.net,418381.13,0.7081716120367642
CUST00674,Rushil Sharma,vermasathvik@example.com,473829.43,0.9733091112185782
CUST00675,Devika Naidu,brijeshverma@example.org,233531.59,0.6711618450626234
CUST00676,Vasana Misra,jalsaben@example.net,194026.85,0.7768077090384375
CUST00677,Isaiah Keer,anair@example.org,483302.74,0.9012632330199333
CUST00678,Jagdish Randhawa,adityabasak@example.net,401623.32,0.6095113698794754
CUST00679,Mohammed Prabhu,kotharinakul@example.com,128751.59,0.8257069855679122
CUST00680,Hamsini Bhasin,parekhmitesh@example.net,437687.89,0.7884525205325055
CUST00681,Jeremiah Sura,edhithapalan@example.com,55781.92,0.9137336789953785
CUST00682,Ansh Purohit,krish40@example.com,426327.19,0.6725770960455113
CUST00683,Chaitaly Suri,rachitpall@example.com,382742.83,0.6673002588242833
CUST00684,Anvi Dyal,walimohammed@example.com,453126.57,0.6133599220763899
CUST00685,Adya Peri,xacharya@example.net,221548.92,0.9569577030950571
CUST00686,Qasim Bahl,william51@example.net,114908.81,0.7439850357949048
CUST00687,Ranveer Viswanathan,ndube@example.com,178044.61,0.5614681820452636
CUST00688,Nimrat Nagy,charekalinga@example.org,31362.16,0.7658630593180913
CUST00689,Pranav Balay,hredhaansunder@example.org,121710.15,0.9776459010324652
CUST00690,Azad Rama,nvora@example.net,190581.77,0.5621206445771045
CUST00691,Chandran Peri,ekavirarya@example.org,465758.82,0.9108458036729905
CUST00692,Fariq Sidhu,patelojasvi@example.com,326730.54,0.8902936741173357
CUST00693,Amaira Wadhwa,bobaldaksha@example.org,73111.8,0.6733581408447054
CUST00694,Zilmil Chatterjee,kashyaplekha@example.org,415731.98,0.849310955087673
CUST00695,Yuvraj Gola,xcherian@example.net,73702.38,0.8533805553743046
CUST00696,Tara Sane,ganesanpranit@example.net,227057.73,0.5522580152714157
CUST00697,Yamini Nazareth,saanvipandey@example.com,44216.76,0.6600472892279292
CUST00698,Kamya Sachar,mnaik@example.org,418306.73,0.7859858255408493
CUST00699,Keya Kumar,sneha76@example.org,364981.22,0.7769417475312914
CUST00700,Bhavani Babu,chasmumahuja@example.com,60037.5,0.6738836785568691
CUST00701,Tanish Murty,majumdaryasti@example.net,154069.84,0.5705322620461061
CUST00702,Girindra Barad,jparekh@example.org,212813.64,0.8913766167149584
CUST00703,Jeevika Krish,aahanamital@example.org,231271.24,0.5976688949747064
CUST00704,Teerth Brahmbhatt,vasudha27@example.net,453047.71,0.8065977884121471
CUST00705,Charita Barad,xbrar@example.org,13135.5,0.7716115639900446
CUST00706,Ijaya Saraf,xdara@example.org,124759.38,0.6117380413058918
CUST00707,Lavanya Bhagat,benjamin58@example.net,217473.25,0.8143681205936588
CUST00708,Eta Thakkar,michaelbedi@example.net,124079.3,0.7291240659396722
CUST00709,Sanaya Thaman,kapadiarachana@example.com,333863.79,0.5868140006445226
CUST00710,Manbir Deo,fitan79@example.net,487453.97,0.5791021088508038
CUST00711,Mohini Lala,rastogiyachana@example.com,265399.43,0.7681509095293082
CUST00712,Krishna Srivastava,vinayarana@example.net,494224.09,0.788285339539824
